variant_slug,base_slug,base_name,kind,class,slot,rarity,affix,combat_value,expected_socket_count,socket_shapes
rosen-oath-breastplate-1260603,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Iron Helmet,525,2,
rosen-oath-breastplate-1260604,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Stoic,525,2,
rosen-oath-breastplate-1260605,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Fervid,525,2,
rosen-oath-breastplate-1260606,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Fervor,525,2,
rosen-oath-breastplate-1260607,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Vitality,525,2,
rosen-oath-breastplate-1260608,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Base roll,500,3,
rosen-oath-breastplate-1260609,rosen-oath-breastplate,Rosen Oath Breastplate,armor,Withered Knight,Chest,Legendary,Base roll,500,3,
rosen-oath-helmet-1160601,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Aegis,525,2,
rosen-oath-helmet-1160602,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Iron Helmet,525,2,
rosen-oath-helmet-1160603,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Wrath,525,2,
rosen-oath-helmet-1160604,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Resilience,525,2,
rosen-oath-helmet-1160605,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Smiting,525,2,
rosen-oath-helmet-1160606,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Curse,525,2,
rosen-oath-helmet-1160607,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Wealth,525,2,
rosen-oath-helmet-1160608,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Base roll,500,3,
rosen-oath-helmet-1160609,rosen-oath-helmet,Rosen Oath Helmet,armor,Withered Knight,Head,Legendary,Base roll,500,3,
rosen-oath-pants-1460601,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Tenacious,525,2,
rosen-oath-pants-1460602,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Iron Helmet,525,2,
rosen-oath-pants-1460603,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Stoic,525,2,
rosen-oath-pants-1460604,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Fervid,525,2,
rosen-oath-pants-1460605,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Fervor,525,2,
rosen-oath-pants-1460606,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Elusive,525,2,
rosen-oath-pants-1460607,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Curse,525,2,
rosen-oath-pants-1460608,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Base roll,500,3,
rosen-oath-pants-1460609,rosen-oath-pants,Rosen Oath Pants,armor,Withered Knight,Legs,Legendary,Base roll,500,3,
rover-bracers-1330301,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Sky Piercer,300,0,
rover-bracers-1330302,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Seeker,300,0,
rover-bracers-1330303,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Ranged,300,0,
rover-bracers-1330304,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Elusive,300,0,
rover-bracers-1330305,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Deft,300,0,
rover-bracers-1330306,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Wealth,300,0,
rover-bracers-1330307,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Focused,300,0,
rover-bracers-1330308,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Base roll,275,1,
rover-bracers-1330309,rover-bracers,Rover Bracers,armor,Blackarrow,Hands,Rare,Base roll,275,1,
rover-hood-1130301,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Iron Helmet,300,0,
rover-hood-1130302,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Sky Piercer,300,0,
rover-hood-1130303,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Seeker,300,0,
rover-hood-1130304,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Ranged,300,0,
rover-hood-1130305,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Smiting,300,0,
rover-hood-1130306,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Swift,300,0,
rover-hood-1130307,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Wealth,300,0,
rover-hood-1130308,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Base roll,275,1,
rover-hood-1130309,rover-hood,Rover Hood,armor,Blackarrow,Head,Rare,Base roll,275,1,
rover-long-boots-1530301,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Ethereal,300,0,
rover-long-boots-1530302,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Sky Piercer,300,0,
rover-long-boots-1530303,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Fervid,300,0,
rover-long-boots-1530304,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Ranged,300,0,
rover-long-boots-1530305,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Smiting,300,0,
rover-long-boots-1530306,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Vitality,300,0,
rover-long-boots-1530307,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Elusive,300,0,
rover-long-boots-1530308,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Base roll,275,1,
rover-long-boots-1530309,rover-long-boots,Rover Long Boots,armor,Blackarrow,Feet,Rare,Base roll,275,1,
rover-pants-1430301,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Aegis,300,0,
rover-pants-1430302,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Tenacious,300,0,
rover-pants-1430303,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Fervid,300,0,
rover-pants-1430304,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Smiting,300,0,
rover-pants-1430305,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Vitality,300,0,
rover-pants-1430306,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Elusive,300,0,
rover-pants-1430307,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Curse,300,0,
rover-pants-1430308,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Base roll,275,1,
rover-pants-1430309,rover-pants,Rover Pants,armor,Blackarrow,Legs,Rare,Base roll,275,1,
rover-top-1230301,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Aegis,300,0,
rover-top-1230302,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Tenacious,300,0,
rover-top-1230303,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Iron Helmet,300,0,
rover-top-1230304,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Fervor,300,0,
rover-top-1230305,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Elusive,300,0,
rover-top-1230306,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Curse,300,0,
rover-top-1230307,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Focused,300,0,
rover-top-1230308,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Base roll,275,1,
rover-top-1230309,rover-top,Rover Top,armor,Blackarrow,Chest,Rare,Base roll,275,1,
scaleclaw-armor-1260301,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Aegis,525,2,
scaleclaw-armor-1260302,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Tenacious,525,2,
scaleclaw-armor-1260303,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Iron Helmet,525,2,
scaleclaw-armor-1260304,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Fervor,525,2,
scaleclaw-armor-1260305,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Elusive,525,2,
scaleclaw-armor-1260306,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Curse,525,2,
scaleclaw-armor-1260307,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Focused,525,2,
scaleclaw-armor-1260308,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Base roll,500,3,
scaleclaw-armor-1260309,scaleclaw-armor,Scaleclaw Armor,armor,Blackarrow,Chest,Legendary,Base roll,500,3,
scaleclaw-bracers-1360301,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Sky Piercer,525,2,
scaleclaw-bracers-1360302,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Seeker,525,2,
scaleclaw-bracers-1360303,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Ranged,525,2,
scaleclaw-bracers-1360304,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Elusive,525,2,
scaleclaw-bracers-1360305,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Deft,525,2,
scaleclaw-bracers-1360306,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Wealth,525,2,
scaleclaw-bracers-1360307,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Focused,525,2,
scaleclaw-bracers-1360308,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Base roll,500,3,
scaleclaw-bracers-1360309,scaleclaw-bracers,Scaleclaw Bracers,armor,Blackarrow,Hands,Legendary,Base roll,500,3,
scaleclaw-leather-boots-1560301,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Ethereal,525,2,
scaleclaw-leather-boots-1560302,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Sky Piercer,525,2,
scaleclaw-leather-boots-1560303,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Fervid,525,2,
scaleclaw-leather-boots-1560304,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Ranged,525,2,
scaleclaw-leather-boots-1560305,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Smiting,525,2,
scaleclaw-leather-boots-1560306,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Vitality,525,2,
scaleclaw-leather-boots-1560307,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Elusive,525,2,
scaleclaw-leather-boots-1560308,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Base roll,500,3,
scaleclaw-leather-boots-1560309,scaleclaw-leather-boots,Scaleclaw Leather Boots,armor,Blackarrow,Feet,Legendary,Base roll,500,3,
scaleclaw-pants-1460301,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Aegis,525,2,
scaleclaw-pants-1460302,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Tenacious,525,2,
scaleclaw-pants-1460303,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Fervid,525,2,
scaleclaw-pants-1460304,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Smiting,525,2,
scaleclaw-pants-1460305,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Vitality,525,2,
scaleclaw-pants-1460306,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Elusive,525,2,
scaleclaw-pants-1460307,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Curse,525,2,
scaleclaw-pants-1460308,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Base roll,500,3,
scaleclaw-pants-1460309,scaleclaw-pants,Scaleclaw Pants,armor,Blackarrow,Legs,Legendary,Base roll,500,3,
scaleclaw-winged-helm-1160301,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Iron Helmet,525,2,
scaleclaw-winged-helm-1160302,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Sky Piercer,525,2,
scaleclaw-winged-helm-1160303,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Seeker,525,2,
scaleclaw-winged-helm-1160304,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Ranged,525,2,
scaleclaw-winged-helm-1160305,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Smiting,525,2,
scaleclaw-winged-helm-1160306,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Swift,525,2,
scaleclaw-winged-helm-1160307,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Wealth,525,2,
scaleclaw-winged-helm-1160308,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Base roll,500,3,
scaleclaw-winged-helm-1160309,scaleclaw-winged-helm,Scaleclaw Winged Helm,armor,Blackarrow,Head,Legendary,Base roll,500,3,
shadow-amberflux-ring-1760301,shadow-amberflux-ring,Shadow Amberflux Ring,armor,Any,Ring,Legendary,Base roll,500,3,"agate2,amethyst,moonstone"
shadow-amberflux-ring-1760302,shadow-amberflux-ring,Shadow Amberflux Ring,armor,Any,Ring,Legendary,Base roll,500,3,"amethyst2,agate,peridot"
shadow-amberflux-ring-1760303,shadow-amberflux-ring,Shadow Amberflux Ring,armor,Any,Ring,Legendary,Base roll,500,3,"universal2,moonstone,peridot"
shadow-skull-boots-1530401,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Aegis,300,0,
shadow-skull-boots-1530402,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Ethereal,300,0,
shadow-skull-boots-1530403,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Seeker,300,0,
shadow-skull-boots-1530404,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Fervor,300,0,
shadow-skull-boots-1530405,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Smiting,300,0,
shadow-skull-boots-1530406,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Elusive,300,0,
shadow-skull-boots-1530407,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Deft,300,0,
shadow-skull-boots-1530408,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Base roll,275,1,
shadow-skull-boots-1530409,shadow-skull-boots,Shadow Skull Boots,armor,Shadowstrix,Feet,Rare,Base roll,275,1,
shadow-skull-gauntlets-1330401,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Fervid,300,0,
shadow-skull-gauntlets-1330402,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Seeker,300,0,
shadow-skull-gauntlets-1330403,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Fervor,300,0,
shadow-skull-gauntlets-1330404,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Deft,300,0,
shadow-skull-gauntlets-1330405,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Blessing,300,0,
shadow-skull-gauntlets-1330406,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Curse,300,0,
shadow-skull-gauntlets-1330407,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Wealth,300,0,
shadow-skull-gauntlets-1330408,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Base roll,275,1,
shadow-skull-gauntlets-1330409,shadow-skull-gauntlets,Shadow Skull Gauntlets,armor,Shadowstrix,Hands,Rare,Base roll,275,1,
shadow-skull-mask-1130401,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Aegis,300,0,
shadow-skull-mask-1130402,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Tenacious,300,0,
shadow-skull-mask-1130403,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Iron Helmet,300,0,
shadow-skull-mask-1130404,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Fervor,300,0,
shadow-skull-mask-1130405,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Elusive,300,0,
shadow-skull-mask-1130406,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Blessing,300,0,
shadow-skull-mask-1130407,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Wealth,300,0,
shadow-skull-mask-1130408,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Base roll,275,1,
shadow-skull-mask-1130409,shadow-skull-mask,Shadow Skull Mask,armor,Shadowstrix,Head,Rare,Base roll,275,1,
shadow-skull-tights-1430401,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Aegis,300,0,
shadow-skull-tights-1430402,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Tenacious,300,0,
shadow-skull-tights-1430403,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Iron Helmet,300,0,
shadow-skull-tights-1430404,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Fervid,300,0,
shadow-skull-tights-1430405,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Smiting,300,0,
shadow-skull-tights-1430406,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Vitality,300,0,
shadow-skull-tights-1430407,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Elusive,300,0,
shadow-skull-tights-1430408,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Base roll,275,1,
shadow-skull-tights-1430409,shadow-skull-tights,Shadow Skull Tights,armor,Shadowstrix,Legs,Rare,Base roll,275,1,
shadow-skull-top-1230401,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Aegis,300,0,
shadow-skull-top-1230402,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Tenacious,300,0,
shadow-skull-top-1230403,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Iron Helmet,300,0,
shadow-skull-top-1230404,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Resilience,300,0,
shadow-skull-top-1230405,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Vitality,300,0,
shadow-skull-top-1230406,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Curse,300,0,
shadow-skull-top-1230407,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Wealth,300,0,
shadow-skull-top-1230408,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Base roll,275,1,
shadow-skull-top-1230409,shadow-skull-top,Shadow Skull Top,armor,Shadowstrix,Chest,Rare,Base roll,275,1,
shadowstrix-bracers-1350401,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Fervid,450,1,amethyst2
shadowstrix-bracers-1350402,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Seeker,450,1,agate2
shadowstrix-bracers-1350403,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Fervor,450,1,peridot2
shadowstrix-bracers-1350404,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Deft,450,1,moonstone2
shadowstrix-bracers-1350405,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Blessing,450,1,peridot2
shadowstrix-bracers-1350406,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Curse,450,1,moonstone2
shadowstrix-bracers-1350407,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Wealth,450,1,agate2
shadowstrix-bracers-1350408,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Base roll,425,2,"amethyst2,moonstone"
shadowstrix-bracers-1350409,shadowstrix-bracers,Shadowstrix Bracers,armor,Shadowstrix,Hands,Epic,Base roll,425,2,"agate2,peridot"
shadowstrix-leather-boots-1550401,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Aegis,450,1,moonstone2
shadowstrix-leather-boots-1550402,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Ethereal,450,1,peridot2
shadowstrix-leather-boots-1550403,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Seeker,450,1,agate2
shadowstrix-leather-boots-1550404,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Fervor,450,1,amethyst2
shadowstrix-leather-boots-1550405,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Smiting,450,1,peridot2
shadowstrix-leather-boots-1550406,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Elusive,450,1,moonstone2
shadowstrix-leather-boots-1550407,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Deft,450,1,peridot2
shadowstrix-leather-boots-1550408,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Base roll,425,2,"amethyst2,peridot"
shadowstrix-leather-boots-1550409,shadowstrix-leather-boots,Shadowstrix Leather Boots,armor,Shadowstrix,Feet,Epic,Base roll,425,2,"moonstone2,agate"
shadowstrix-mask-1150401,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Aegis,450,1,amethyst2
shadowstrix-mask-1150402,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Tenacious,450,1,moonstone2
shadowstrix-mask-1150403,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Iron Helmet,450,1,agate2
shadowstrix-mask-1150404,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Fervor,450,1,moonstone2
shadowstrix-mask-1150405,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Elusive,450,1,peridot2
shadowstrix-mask-1150406,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Blessing,450,1,amethyst2
shadowstrix-mask-1150407,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Wealth,450,1,amethyst2
shadowstrix-mask-1150408,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Base roll,425,2,"agate2,peridot"
shadowstrix-mask-1150409,shadowstrix-mask,Shadowstrix Mask,armor,Shadowstrix,Head,Epic,Base roll,425,2,"moonstone2,amethyst"
shadowstrix-pants-1450401,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Aegis,450,1,amethyst2
shadowstrix-pants-1450402,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Tenacious,450,1,moonstone2
shadowstrix-pants-1450403,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Iron Helmet,450,1,peridot2
shadowstrix-pants-1450404,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Fervid,450,1,peridot2
shadowstrix-pants-1450405,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Smiting,450,1,moonstone2
shadowstrix-pants-1450406,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Vitality,450,1,amethyst2
shadowstrix-pants-1450407,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Elusive,450,1,agate2
shadowstrix-pants-1450408,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Base roll,425,2,"agate2,amethyst"
shadowstrix-pants-1450409,shadowstrix-pants,Shadowstrix Pants,armor,Shadowstrix,Legs,Epic,Base roll,425,2,"amethyst2,agate"
shadowstrix-vigor-1250401,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Aegis,450,1,peridot2
shadowstrix-vigor-1250402,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Tenacious,450,1,amethyst2
shadowstrix-vigor-1250403,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Iron Helmet,450,1,peridot2
shadowstrix-vigor-1250404,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Resilience,450,1,agate2
shadowstrix-vigor-1250405,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Vitality,450,1,moonstone2
shadowstrix-vigor-1250406,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Curse,450,1,agate2
shadowstrix-vigor-1250407,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Wealth,450,1,moonstone2
shadowstrix-vigor-1250408,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Base roll,425,2,"amethyst2,agate"
shadowstrix-vigor-1250409,shadowstrix-vigor,Shadowstrix Vigor,armor,Shadowstrix,Chest,Epic,Base roll,425,2,"peridot2,moonstone"
simple-leather-boots-1510301,simple-leather-boots,Simple Leather Boots,armor,"Blackarrow, Shadowstrix",Feet,Damaged,Base roll,100,,
simple-leather-bracers-1310301,simple-leather-bracers,Simple Leather Bracers,armor,"Blackarrow, Shadowstrix",Hands,Damaged,Base roll,100,,
simple-leather-eyepatch-1110301,simple-leather-eyepatch,Simple Leather Eyepatch,armor,"Blackarrow, Shadowstrix",Head,Damaged,Base roll,100,,
simple-leather-pants-1410301,simple-leather-pants,Simple Leather Pants,armor,"Blackarrow, Shadowstrix",Legs,Damaged,Base roll,100,,
simple-leather-vest-1210301,simple-leather-vest,Simple Leather Vest,armor,"Blackarrow, Shadowstrix",Chest,Damaged,Base roll,100,,
